row ID,row m/z,row retention time,20220504_groupB_DBGI_01_08_01.mzML Peak area,20220504_groupB_DBGI_01_08_02.mzML Peak area,20220504_groupB_DBGI_01_08_03.mzML Peak area,20220504_groupB_DBGI_01_08_04.mzML Peak area,20220504_groupB_DBGI_01_08_05.mzML Peak area,20220504_groupB_DBGI_01_08_06.mzML Peak area,20220504_groupB_DBGI_01_08_07.mzML Peak area,20220504_groupB_DBGI_01_08_08.mzML Peak area,20220504_groupB_DBGI_01_08_09.mzML Peak area,20220504_groupB_DBGI_01_08_10.mzML Peak area,20220504_groupB_DBGI_01_08_11.mzML Peak area,20220504_groupB_DBGI_01_08_12.mzML Peak area,20220504_groupB_DBGI_01_08_13.mzML Peak area,20220504_groupB_DBGI_01_08_14.mzML Peak area,20220504_groupB_DBGI_01_08_15.mzML Peak area,20220504_groupB_DBGI_01_08_B.mzML Peak area,
180,215.0163091023763,0.474187635,0,6092115.48483404,0,0,0,0,2498601.414748556,3404494.7890385627,1813827.5761172338,0,0,0,2539049.2643776326,1422171.607064026,0,0,
181,431.352108001709,7.478816425,0,2603868.3827900817,0,0,1940686.777427661,1570685.9383533779,0,2384674.6209843736,3098154.104773488,0,0,0,1770727.0701690975,4200665.115019507,2611810.6040949654,0,
182,230.9902801513672,0.46011125,0,5589346.316123625,0,0,4154647.1569203846,0,6748737.619667232,1.0943315112105085E7,1.2231718351972697E7,6560154.764925339,0,0,1005145.5428475195,1.0212565057003425E7,0,0,
183,487.342041015625,4.0017497,0,1552371.4009756935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
184,435.3260192871094,3.5661836,0,1825812.4311880316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
185,885.5516733022837,7.050572300000001,0,6870383.652512632,7141794.220531892,4384452.604068855,6491358.400688248,5993097.947693342,6102949.957477126,5550742.811464687,6432140.121311342,7118568.539071342,0,6724295.28887073,5259584.703402849,6684046.998949205,7435950.090575074,0,
186,439.35717434353296,5.448911666666666,0,2015280.6058989563,0,1.1585651780622229E7,1134903.9777930083,0,1459730.8142461912,841004.8419237211,0,0,0,691608.6224261293,1.6944665594082072E7,3207428.6339702597,2.2718284643963102E7,0,
187,437.3414733886719,4.4673589,0,1746714.1745844493,0,5100923.94549269,3792843.787815818,0,0,0,0,0,0,0,1.3212951604962774E7,0,1.348547619173922E7,0,
188,311.08892822265625,3.0169298,0,2806447.906135883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
189,331.2843704223633,5.785787925000001,0,1366580.756620133,2955019.608855519,0,0,1169790.5870968408,4535605.995986922,0,0,0,0,0,0,0,0,0,
190,364.3210754394531,4.4328347,0,1645192.8488488083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
191,366.3367919921875,4.6790184,0,1705745.067609868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
192,118.07771759033203,0.4184433449999999,0,5546273.440649709,1215625.7442656434,6256378.268532245,1543917.1049280942,2973267.014761256,1.0172688261516517E7,3550577.945327298,0,0,0,0,3558874.2208192702,5546182.460737407,8969315.301506616,0,
193,471.3470458984375,4.9691868,0,1342776.2960249933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
194,231.02664184570312,0.7195718,0,5345968.775612175,0,0,2.368069484534522E7,0,0,0,0,0,0,0,0,0,0,0,
195,235.16532135009766,0.7247095,0,8774109.222885383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
197,583.414808485243,5.495324800000001,0,2090143.4004594295,2287005.785592932,5477095.471958267,4244048.203855155,0,5541981.673081879,3638176.7191342926,0,0,0,0,2507097.310931446,5297928.286978764,3747558.8599338457,0,
198,118.09529724121094,0.41701214999999997,0,5234847.633079865,0,5997488.848875939,1319679.3441983443,2822842.2073773197,9158717.93963538,3644917.797454013,1858359.8474176698,0,0,0,3761668.8854723265,5634754.266753132,9342849.693851486,0,
199,118.07965087890625,0.41411224499999993,0,4567896.246609854,0,3914028.682754636,0,0,8559453.524299884,0,0,0,0,0,2109803.2125565694,4407589.592224107,7639502.345108467,0,
200,374.2902465820313,2.8670802400000004,0,2115544.149395813,0,7668131.904680878,0,0,0,0,0,0,0,0,4344861.527118219,8301709.323714132,5465532.929805767,0,
201,275.2006469726563,3.6091691599999995,0,1697623.1496277573,1390778.7117686262,0,0,0,944205.6725113075,1524302.7943256306,0,0,0,0,0,0,5731377.321559908,0,
202,191.17938232421875,2.6277859,0,1452241.3270814952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
203,584.4217529296875,6.2591770375,0,3781562.339072317,5681246.479740679,5320923.163323576,4314001.70758193,0,3836293.3798482623,5195183.195458261,0,0,0,0,2180962.6896868106,0,2246138.3797140936,0,
205,171.01669311523438,0.40795524999999994,0,3467583.2530508526,0,4242305.4758505095,0,4781853.829007129,1866507.0998306626,0,8636988.000313304,0,0,0,1.2722841557389496E7,1.5497617840814156E7,1688564.287577241,0,
206,104.07116088867187,0.40508092599999995,0,5212647.800845922,0,2678557.870627069,0,0,0,0,0,0,0,0,3530961.594709501,5600623.28581244,5853828.529182808,0,
207,295.22686258951825,3.8398714,0,944277.2406648791,0,0,0,801105.1984908737,0,0,0,0,0,0,0,4020161.730782234,0,0,
209,139.91472625732422,0.39676253999999994,0,2476581.066567817,0,1532940.2311720317,0,1.0586006447735796E7,0,2.913062209923974E7,3789356.2232414433,0,0,0,0,1901697.5402012905,0,0,
211,259.20569610595703,5.479738566666668,0,1094447.930135261,1379282.5253584618,5798851.675475338,0,0,1797860.8987083668,1655882.913995415,1031419.6920621286,0,0,0,0,0,0,0,
212,242.99016462053572,0.4493185,0,3365792.3502727016,0,6014145.1804260565,3087144.023933289,2725797.759281561,0,0,0,0,0,0,2961285.5671514445,1.269047553322873E7,3095815.7048446247,0,
213,275.09136962890625,3.2936608,0,1019377.4189962524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
215,217.06834411621094,0.43629736,0,4031536.992597844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
217,195.06529998779297,1.4927793999999999,0,904258.2451259983,2855510.5765226237,0,0,0,0,0,0,0,0,0,0,0,0,0,
218,453.33642578125,3.870433,0,898442.245512382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
219,118.09347534179688,0.42162070374999994,0,3923358.612058556,0,4797020.569840482,989731.8507394696,0,6207463.808074689,2785736.775527569,0,0,0,0,2594349.695533792,4052442.9311192445,6727233.720019574,0,
220,122.0577621459961,0.3563189033333333,0,3838002.4773045466,0,0,0,3107169.5698081776,0,0,0,0,0,0,4001794.048397634,0,0,0,
221,192.99863815307617,0.38370850749999996,0,3379796.4444176913,0,0,0,5552447.591614904,0,0,0,0,0,0,1.0094406720699266E7,1585284.555908944,0,0,
222,155.04264640808105,0.40295713,0,4111401.984360216,0,0,0,6119914.126830228,0,0,0,0,0,0,2.340917499270958E7,2095722.0308911782,0,0,
223,275.20069376627606,2.8486323000000002,0,1259393.7808830056,0,4017480.577150479,0,0,0,0,0,0,0,0,0,5295127.184185458,0,0,
224,208.97252960205077,0.384509558,0,2077699.7748020906,0,3694811.8634686135,0,4152729.966659991,3955921.7303683977,1717702.713132029,1.0128565203325996E7,1939910.7058016902,0,0,6358832.527014637,1.2903636498527434E7,2086516.1962708207,0,
225,455.3520050048828,5.7620340500000005,0,742349.823853961,0,0,1715458.0580592707,0,0,0,0,0,0,0,0,0,0,0,
226,101.06014251708984,0.724725725,0,2842285.1596308947,0,0,1.0815114668389743E7,0,0,0,0,0,0,0,0,0,0,0,
230,147.06519317626953,0.7195718,0,2593836.258087039,0,0,1.0948277809372216E7,0,0,0,0,0,0,0,0,0,0,0,
231,177.0546417236328,1.9037594,0,1030607.3419077222,9153162.672610953,0,0,0,0,0,0,0,0,0,0,0,0,0,
233,583.4146728515625,6.036541333333333,0,1266232.3822429585,0,3887202.0910817175,0,0,3323292.526366514,3092709.3033657908,0,0,0,0,0,2940522.030970987,3261600.3449880118,0,
236,257.14720916748047,0.905753155,0,4210376.232460913,0,4826239.0527021,0,0,4622303.349905989,0,0,0,0,0,3854187.071170856,0,0,0,
237,130.04998779296875,0.4763323863636364,0,2520971.513215012,4522307.018472646,1.3480152770690948E7,4806376.24569211,4588507.109568012,5290394.27905006,6238337.345403565,1.9099612449264705E7,0,0,0,5.147001336587731E7,4.1952046064429894E7,5.490918232149861E7,0,
239,153.99784469604492,1.00548184,0,4592909.7963444805,0,0,0,5731625.630158893,0,0,0,0,0,4666174.329825184,3584583.5403532935,0,0,0,
240,227.0160903930664,0.45788071500000005,0,1289723.395227731,0,0,0,0,0,0,0,0,0,0,2658426.722488688,0,0,0,
241,365.10546875,0.4227732766666666,0,1627051.9658563123,3696281.0082273833,2848054.049239379,1.1730493178188017E8,0,0,0,0,0,0,0,1.575315913961606E7,0,2.3501200595178988E7,0,
244,258.1099497477214,0.4698204016666667,0,1426275.8406330456,0,1056050.5617330193,4.272690960586885E7,0,0,0,0,0,0,0,975109.765020338,1.835346161254739E7,870481.1019012479,0,
245,158.09235055106026,0.49444361142857146,0,1562702.751371588,0,1159488.7196540714,0,0,3995981.4962734883,1722654.002620032,0,0,0,0,4083831.900188138,1796893.7652661304,7440513.7995547885,0,
246,848.7701110839844,6.61479475,0,3374991.1224688934,4035384.7221082496,0,0,0,0,0,0,0,0,0,0,0,0,0,
248,347.0740203857422,0.9752350949999999,0,966350.5672666864,0,0,0,0,0,0,0,0,0,0,4264320.944912554,0,0,0,
249,249.03646087646484,0.4099698275,0,1330986.9853120865,0,0,9.667370396468584E7,0,0,0,0,0,0,0,0,3043114.5641035507,6396842.758786649,0,
252,109.07637786865234,6.5768199,0,2613894.276462467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
253,147.07638465033637,0.4241905711111111,0,1613878.9581141935,3207759.6949587837,4270592.078129279,0,0,4026026.341527608,4162694.6743843867,1.0457221819032224E7,0,0,0,5.558233137735008E7,8101396.964426739,4528810.654010176,0,
254,118.07516988118489,0.4230842133333333,0,939719.3980483505,0,0,0,0,2408008.731361622,0,0,0,0,0,0,0,2511745.3543779654,0,
256,391.2843017578125,4.878338,0,1100897.8233769727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257,219.0266571044922,0.898800775,0,2986644.7234370816,0,3614453.368109342,0,0,0,0,0,0,0,0,0,0,0,0,
258,848.7702026367188,7.403162999999999,0,2503731.552360757,0,2330656.3413492334,0,3175142.06600157,0,0,0,0,0,0,0,0,0,0,
259,848.7700500488281,7.1267356500000005,0,2216362.142405159,0,0,2316424.24206975,0,0,0,0,0,0,0,0,0,0,0,
262,133.0608673095703,0.940063375,0,2791962.165669945,0,0,0,4990496.7639575815,0,0,0,0,0,0,0,0,0,0,
264,273.1210530598958,0.9257690266666666,0,813179.7482970104,0,0,0,0,792010.5243005815,0,0,0,0,0,0,5119889.39355453,0,0,
268,324.2897720336914,5.11640505,0,0,4.720106043708699E7,0,0,0,0,0,0,0,0,0,0,0,992771.66395725,0,
269,293.06561279296875,2.8215738,0,0,7.784238345235528E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
270,688.3023681640625,2.2560932,0,0,2.8135441603055734E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
271,487.14493560791016,1.6131373999999998,0,0,3.224696089597291E7,0,1.3398953878596341E7,0,0,0,0,0,0,0,0,0,0,0,
272,104.1073989868164,0.40310293999999997,0,0,2.984851507443929E8,5.502294175904227E8,1.3002107738855892E8,2.204420797940379E8,1.9331507618845847E8,2.656606594448305E8,3.308119037180371E8,0,0,0,6.206601776519414E8,5.581812882023097E8,4.554543653311712E8,0,
273,322.27415466308594,4.7779626,0,0,3.4831161260610946E7,0,0,0,0,0,0,0,0,0,0,0,4668398.730792095,0,
274,236.07655770438058,0.49974430428571426,0,0,1.0646078423497388E8,8.381266451819755E7,1.1713509945274744E7,0,3.3795967446403645E7,0,0,0,4416642.28217129,6579208.082264831,0,0,1.6175227885230204E7,0,
275,125.98641920089722,0.34319071875,0,0,6.797388767076334E7,2308878.002406355,0,0,7357552.028151746,8671713.291391151,7342068.926757309,0,0,0,7410354.93437366,1810701.2780263398,9286746.732898165,0,
276,309.09690856933594,2.9125266,0,0,2.146785959956269E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
277,479.1548038058811,1.9249130666666667,0,0,1.6880665069291193E7,7159914.314863229,3.3395196809227373E7,0,0,0,1.16114291847255E7,4627982.064911443,0,5734808.126329568,1.0225906130448442E7,1.5419319421789424E7,8738349.413653541,0,
278,326.3054504394531,5.5097942,0,0,1.4612217086565109E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
279,556.26025390625,2.391389,0,0,1.020474282405626E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
280,279.2319061279297,5.43979596,0,0,1.3754076414007066E7,5620239.44688837,0,0,8000320.581437575,6559608.441954697,0,0,0,0,0,0,6545530.482765696,0,
281,628.2235717773438,1.89600275,0,0,1.3367231220665604E7,0,5.417321583985721E7,0,0,0,0,0,0,0,0,0,0,0,
282,658.2341918945312,1.8379373,0,0,1.2648175179037929E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
283,496.18131256103516,1.9028051,0,0,9021587.86430592,0,0,0,0,0,8776976.02224873,0,0,0,0,0,0,0,
284,155.03390350341797,0.492860734,0,0,3.808691737355189E7,5.01705789128532E7,1.0412237648639362E7,0,1.4147207213024437E7,0,0,0,0,0,0,0,6893041.641200598,0,
285,300.28985595703125,5.3828044,0,0,8916158.300900932,0,0,0,0,0,0,0,0,0,0,0,0,0,
286,386.1083068847656,1.6078096,0,0,8621017.651772799,0,0,0,0,0,0,0,0,0,0,0,0,0,
287,350.2173309326172,1.7820349,0,0,1.69716579850571E7,0,0,0,0,1699205.4789311166,0,0,0,0,0,0,0,0,
288,412.12384033203125,1.930567,0,0,7806173.771224295,0,0,0,0,0,0,0,0,0,0,0,0,0,
289,344.2559814453125,4.7772184,0,0,8457015.865092145,0,0,0,0,0,0,0,0,0,0,0,0,0,
290,507.1134490966797,2.2170399,0,0,9864629.899580797,0,0,0,0,0,0,0,0,0,0,0,0,0,
291,130.52581278483072,0.36295705333333333,0,0,2.816225550000585E7,0,0,0,0,0,0,0,0,0,2389248.717643003,0,4267738.997681898,0,
292,658.2341918945312,1.6078096,0,0,5956668.68193984,0,0,0,0,0,0,0,0,0,0,0,0,0,
293,524.2125244140625,1.9024237,0,0,5848704.446191157,0,0,0,0,0,0,0,0,0,0,0,0,0,
294,368.191650390625,1.4122293,0,0,9959285.56353637,0,0,0,0,0,0,0,0,0,0,0,0,0,
295,353.2686828613281,5.085548940000001,0,0,6768357.640553515,3882218.405844068,0,0,2891942.73723318,4613846.531361633,0,0,0,0,0,2540401.2584473565,0,0,
296,249.0458246866862,0.3542635533333333,0,0,2.1760819836718574E7,1.2719809539213775E7,0,0,0,0,1655318.9772260722,0,0,0,5907491.506682569,3097656.9380868077,8749180.366254037,0,
297,346.2716369628906,5.1132066,0,0,7502079.492199051,0,0,0,0,0,0,0,0,0,0,0,0,0,
298,122.53702926635742,0.35628283,0,0,2.574065344083523E7,1.3046423686024927E7,0,0,0,0,0,0,0,0,5583658.890824344,3762358.284228252,1.0202028815323895E7,0,
299,463.0873616536458,1.9169747,0,0,7836453.487314833,0,0,0,0,0,0,1.1317002510498567E7,0,0,0,2731301.197035102,0,0,
300,265.02329508463544,0.3661403333333333,0,0,2.0243591818469398E7,0,0,0,0,0,0,0,0,0,2423359.0533131626,0,4702371.681526593,0,
301,201.03943786621093,0.49474573,0,0,2.8518103073715314E7,4.3137257275061265E7,8618769.764464837,0,1.0212940484781023E7,0,0,0,0,0,0,0,4866955.2304162495,0,
302,112.0065408186479,0.34278571090909093,0,0,1.8844600372213162E7,5596277.698989825,0,1594806.4280286466,2998384.210315948,7535432.315500434,3361044.9267362333,0,6367400.902133129,4101450.642418997,4108510.2572496543,4964927.338645958,6123143.966510861,0,
304,316.28472391764325,3.8983728,0,0,4518940.163427731,0,0,0,2236167.1446764697,0,0,0,0,0,0,1160699.5829332494,0,0,
305,477.10328674316406,2.1789934,0,0,5773836.011410952,0,0,0,0,0,0,2.3392550261124097E7,0,0,0,0,0,0,
306,200.04420471191406,0.40597227,0,0,1.7250903801611036E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
307,183.0499750773112,0.3539204083333334,0,0,1.8755659260988496E7,8448091.128643768,4935574.6430192925,0,0,0,0,0,0,0,3641133.2554300404,1783924.2093791803,1.1767011573319597E7,0,
308,684.2499694824219,2.3009863,0,0,4141316.169706012,0,0,0,0,0,0,0,0,0,0,0,0,0,
309,339.1073913574219,2.102629,0,0,4386055.435785671,0,0,0,0,0,0,0,0,0,0,0,0,0,
311,625.176513671875,2.13336,0,0,4537258.802342729,0,0,0,0,0,0,0,0,0,0,0,0,0,
312,111.00953369140625,0.34098446400000004,0,0,1.5142130626719657E7,4394427.898198771,0,1152011.7823300313,2228717.4629750424,5749390.450741583,2545678.8212734396,0,4757011.31043632,0,3270926.3730758145,3570283.3658542503,4685336.021135205,0,
313,181.04940541585287,1.9410437166666668,0,0,1.0460223974000748E7,4.875414717131387E7,1.1740126203875877E7,0,0,0,0,0,0,0,6634821.701834287,8821195.621532867,4988504.442965933,0,
314,128.01941680908203,0.3415630200000001,0,0,1.4457010030323714E7,4386130.559983715,0,1564267.4010222561,2687647.0860356605,6339365.53787352,2885352.5018960605,0,6005784.680247835,3563046.269666485,3335107.1421377426,3700724.600543457,4443068.322078011,0,
315,169.0495948791504,1.40366275,0,0,7326153.815943376,0,0,0,0,0,0,0,0,0,0,5000443.320067113,0,0,
316,151.03912353515625,1.6078096,0,0,6027083.584711314,0,0,0,0,0,0,0,0,0,0,0,0,0,
317,340.1603698730469,1.4122293,0,0,3783663.1904606186,0,0,0,0,0,0,0,0,0,0,0,0,0,
318,181.04953002929688,1.6702295,0,0,6729293.388305538,0,0,0,0,0,0,0,0,0,0,0,0,0,
319,429.3729331276634,7.706826145454546,0,0,5434607.489101765,0,2632250.36092575,2683619.7780673304,1.3215858632471908E7,1.2670602956170771E7,2530851.4067000356,7837814.437330856,2901175.5619604955,0,3382621.4060844067,5.445913068893338E7,9484129.43229606,0,
321,239.96661376953125,0.3527211,0,0,8265758.009123075,0,0,0,0,0,0,0,0,0,0,0,0,0,
322,714.5513746473524,7.041705288888888,0,0,4952171.512408457,7115239.362933816,4029464.923501465,0,4893684.580837656,5159584.691151867,4190877.0241754986,0,0,0,5178797.949096754,5317792.048680226,9814082.627691621,0,
323,345.11566162109375,1.4122293,0,0,3620331.9960468705,0,0,0,0,0,0,0,0,0,0,0,0,0,
325,149.5153350830078,0.46169845,0,0,1.3164589566154415E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
327,123.04063500298395,0.33868156444444447,0,0,1.2232818550760709E7,2570695.507294096,0,0,1742608.473608821,3737520.105796621,1702498.876516255,0,4267609.050206147,0,2085240.223292221,2446200.786070585,2714190.027349651,0,
328,191.03885650634766,0.381436775,0,0,1.205892181530885E7,0,0,0,0,0,0,0,0,0,0,0,3883559.648049873,0,
329,797.5174085828993,6.979603344444445,0,0,6049949.380219786,5727003.903859856,0,5749226.688939396,5077913.253298138,5383295.223139546,5883130.602974721,5535973.584825509,0,0,4783165.484524623,0,5313454.334414453,0,
330,153.0546112060547,1.7129062,0,0,4908692.086140942,0,0,0,0,0,0,0,0,0,0,0,0,0,
331,278.1235046386719,0.78284567,0,0,9776634.821484113,0,0,0,0,0,0,0,0,0,0,0,0,0,
332,967.3818359375,2.7165655,0,0,2435202.5092283,0,0,0,0,0,0,0,0,0,0,0,0,0,
333,219.03407287597656,0.43339267,0,0,9147835.717927147,0,0,0,0,0,0,0,0,0,0,0,0,0,
334,366.2124328613281,1.2600883,0,0,7821971.292334984,0,0,0,0,0,0,0,0,0,0,0,0,0,
337,241.03182678222657,0.479995952,0,0,1.225753594589124E7,1.0083569559548656E7,1777058.0390645536,0,1.329752808265157E7,0,0,0,0,0,0,0,3839801.1472334643,0,
338,281.0704345703125,0.4152304,0,0,7242637.719141317,0,0,0,0,0,0,0,0,0,0,0,0,0,
339,238.02340698242188,0.48027952,0,0,7833873.611013403,0,0,0,0,0,0,0,0,0,0,0,0,0,
340,728.5669860839844,7.18464375,0,0,3474519.0968881664,0,3408235.7302966714,0,0,0,0,0,0,0,0,0,0,0,
341,318.3003234863281,4.07782695,0,0,2246592.223707558,0,0,0,3044889.64167617,0,0,0,0,0,0,0,0,0,
342,113.53184254964192,0.36158341,0,0,7576588.707601864,3343276.1113547147,0,0,0,0,0,0,0,0,0,0,2003744.69280841,0,
343,607.2917266845703,6.35626137,0,0,2019629.7250983366,9795358.887953348,0,0,3.612282226234883E7,1.9547149429066762E7,1391579.7281595024,1536010.9974259867,0,3269991.7954233475,1.3006210556138225E8,8473640.986304676,6.120949607564967E7,0,
344,273.08201090494794,0.36457572,0,0,7121978.91878428,3249009.609142424,0,0,0,0,0,0,0,0,0,0,5214337.1971104285,0,
345,127.11190795898438,1.83203935,0,0,2299469.9398572166,0,0,0,0,2253687.014482033,0,0,0,0,0,0,0,0,
346,158.5206298828125,0.4712213,0,0,1.0206378484952867E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
347,313.2737579345703,5.7806641,0,0,2306147.951382903,0,0,909028.6888042724,0,0,0,0,0,0,0,0,0,0,
348,293.21117973327637,4.0873314875,0,0,1816909.8279637508,2569581.1396209477,0,1792951.0176120936,0,877869.2704513092,2426899.6632167352,0,0,0,881879.9418787564,3490616.553675958,2607447.942979231,0,
349,403.1683044433594,2.7165655,0,0,1994382.5549028432,0,0,0,0,0,0,0,0,0,0,0,0,0,
350,461.32379150390625,6.0602355,0,0,2629942.1815336873,0,0,0,0,0,0,0,0,0,0,0,0,0,
351,439.34178161621094,6.1150008499999995,0,0,4197334.358708914,0,0,0,0,0,0,0,0,0,0,0,1.2549643380628021E7,0,
352,241.99964904785156,0.333188735,0,0,3296971.982924026,0,0,0,0,2467583.052900468,0,0,0,0,0,0,0,0,
353,328.32098388671875,5.9427207,0,0,1847274.3520703397,0,0,0,0,0,0,0,0,0,0,0,0,0,
354,250.09224700927734,0.80499166,0,0,6875677.807186772,6177998.809997351,0,0,0,0,0,0,0,0,0,0,0,0,
356,331.0790710449219,2.9125266,0,0,1994219.525938296,0,0,0,0,0,0,0,0,0,0,0,0,0,
357,257.00584716796874,0.467277352,0,0,7400780.027742712,1.1101790225267017E8,2.643184904117305E7,0,7.398510252843164E7,0,0,0,0,0,0,0,1.9200724576582476E7,0,
358,150.5318145751953,0.458406265,0,0,7559693.086535729,3722913.1392256697,0,0,0,0,0,0,0,0,0,0,0,0,
360,198.9402618408203,0.34196912,0,0,3204254.8069026014,0,0,0,0,0,0,0,0,0,0,0,0,0,
361,169.04957580566406,1.6078096,0,0,2764464.4730649386,0,0,0,0,0,0,0,0,0,0,0,0,0,
363,230.03484344482422,0.485526775,0,0,4830192.377225194,1958007.0348445214,0,0,0,0,0,0,0,0,0,0,0,0,
365,315.0473327636719,2.8215738,0,0,1903553.654435628,0,0,0,0,0,0,0,0,0,0,0,0,0,
366,173.04456583658853,0.4928468266666666,0,0,5298410.028843094,7760405.118524439,0,0,1364503.6191599614,0,0,0,0,0,0,0,0,0,
367,286.09185791015625,0.441558945,0,0,7394783.755165687,0,9703281.67441397,0,0,0,0,0,0,0,0,0,0,0,
369,109.0287577311198,0.4953307533333334,0,0,5212405.141047731,7727497.966820379,3655241.723696408,0,0,0,0,0,0,0,0,0,0,0,
371,325.09161885579425,2.4588049,0,0,3561927.1188774374,3895359.5074626477,1016058.2229114352,0,0,0,0,0,0,0,0,0,0,0,
372,214.10739135742188,1.283646,0,0,2316539.626075223,0,0,0,0,0,0,0,0,0,0,0,0,0,
373,496.339832850865,4.738775014285715,0,0,1633979.6525467737,6098394.2834934555,6883920.161855336,1139881.1164360465,0,0,632987.0961775167,0,0,0,0,3850823.720798137,1.1265887793279462E7,0,
375,172.9764404296875,0.43069087,0,0,3940996.31072686,0,0,0,0,0,0,0,0,0,0,0,0,1.0047563997841625E7,
376,219.0500259399414,0.48129556500000004,0,0,4486636.161045788,1.0835433909182254E7,0,0,0,0,0,0,0,0,0,0,0,0,
380,127.03911399841309,0.486967765,0,0,6559895.826815736,8178834.596919543,1.7340855212618593E7,0,0,0,0,0,0,0,0,0,3687655.676164528,0,
381,871.5728759765625,6.8768767833333335,0,0,9375530.586024027,9322644.88223241,1.0901166335149214E7,1.1458574632847082E7,2.3127607787359808E7,7086855.0290067205,0,2.2174409244481582E7,1.1731520603082472E7,8331064.4300403865,5947848.275792425,6612476.218647284,1.9457140919372227E7,0,
385,214.91787719726562,0.3527211,0,0,2182009.7385850134,0,0,0,0,0,0,0,0,0,0,0,0,0,
386,264.1078796386719,0.52020585,0,0,3871572.531049611,0,0,0,0,0,0,0,0,0,0,0,0,0,
392,110.01192474365234,0.37004783,0,0,2573616.3331629178,0,0,0,0,0,0,0,0,0,0,0,0,0,
400,607.1057739257812,2.8258071,0,0,1006288.4516228435,0,0,0,0,0,0,0,0,0,0,0,0,0,
401,629.4752197265625,7.4748928,0,0,1447636.6865989673,0,0,0,0,0,0,0,0,0,0,0,0,0,
406,322.1861267089844,1.1371754,0,0,1278674.2036060356,0,0,0,0,0,0,0,0,0,0,0,0,0,
408,111.55824279785156,0.32269647,0,0,1978138.3296487683,0,0,0,0,0,0,0,0,0,0,0,0,0,
412,850.784912109375,6.5176909,0,0,5004772.518172131,0,0,0,0,0,0,0,0,0,0,0,0,0,
417,354.1759033203125,0.98797777,0,0,1826047.0764963543,0,0,0,0,0,0,0,0,0,0,0,0,0,
418,169.04959106445312,1.0749305,0,0,1306057.082523096,0,0,0,0,0,0,0,0,0,0,0,0,0,
424,145.04950714111328,0.473117955,0,0,2864685.4852646147,2826901.6456909613,8804170.63755345,0,0,0,0,0,0,0,0,0,1481443.2991028444,0,
428,138.10263061523438,6.6230746,0,0,3881571.1894431333,0,0,0,0,0,0,0,0,0,0,0,0,0,
431,151.0978546142578,6.536806,0,0,4138836.5269172573,0,3529732.704378378,0,0,0,0,0,0,0,0,0,0,0,
437,203.04017639160156,0.37938516,0,0,1327295.059189172,0,0,0,0,0,0,0,0,0,0,0,0,0,
440,585.4285888671875,6.2192329,0,0,699274.5385605013,0,0,0,0,0,0,0,0,0,0,3556364.8504126803,0,0,
441,360.15001678466797,0.48721777250000003,0,0,1676244.5137329656,2830551.713889301,5.16326922359262E7,0,0,0,0,0,0,0,0,0,5758370.920127975,0,
444,169.0495859781901,0.6356316533333333,0,0,1578957.775345107,1.1260517180181252E7,4514147.322597339,0,0,0,0,0,0,0,0,0,0,0,
447,184.0732676188151,0.47016266999999995,0,0,1723762.1339612994,0,2822345.25520531,0,0,0,0,0,0,0,0,1.1844554496242307E7,0,0,
450,151.03514099121094,0.90027903,0,0,4784376.3892193185,0,0,0,0,0,0,0,0,0,0,0,0,0,
460,155.03387451171875,1.0506413,0,0,2337383.1498363744,0,0,0,0,0,0,0,0,0,0,0,0,0,
464,391.2843017578125,2.9731052,0,0,978867.3421513089,0,0,0,0,0,0,0,0,0,0,0,0,0,
465,151.0351791381836,0.59123805,0,0,1631943.2781492642,0,0,0,0,0,0,0,0,0,0,0,0,0,
467,440.24915771484376,2.38468898,0,0,0,5.9363188458064884E7,3.026160127731382E7,0,0,0,0,8092082.0546822725,0,9117595.074555112,0,0,6.2326618111373365E7,0,
468,147.0440216064453,2.12848685,0,0,0,5.4074303338738866E7,0,0,0,0,0,0,0,0,0,0,7293617.098383653,0,
469,434.1445617675781,2.1344065,0,0,0,4.723230146290387E7,0,0,0,0,0,0,0,0,0,0,0,0,
470,450.1395568847656,1.9676113,0,0,0,4.789869126143772E7,0,0,0,0,0,0,0,0,0,0,0,0,
